,cre,cold,influenza,respiratory illness,unspecific,syndrome,increase,overall,demand,severity,cases,like,gastrointestinal,syndrome,syndrome,intoxication,syndrome,environment,related,heat,related,problems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,influenza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,influenza,viruses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,botulism,brucellosis,campylobacter,chlamydia,cholera,cjd,diphtheria,e coli,echinococcosis,fever,giardiasis,hepatitis,hepatitis a,hepatitis b,hepatitis c,hepatitis d,hepatitis e,influenza,leptospirosis,listeriosis,malaria,measles,mumps,plague,polio,rabies,rubella,shigellosis,syphilis,toxoplasmosis,trichinosis,tuberculosis,infections,haemophilus,group,pertussis,poliomyelitis,infections,gonococcal,infections,hiv,infection,campylobacteriosis,cryptosporidiosis,infection,enterohaemorrhagic,salmonellosis,yersinosis,transmissible,spongiform,encephalopathies,variant,legionellosis,meningococcal,disease,pneumococcal,infections,viral,haemorrhagic,fevers,nosocomial,infections,antimicrobial,resistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,notification,rapid,alert,system,dealing,interceptions,plant,health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,traveler,health,disease,injury,etc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,waterborne,foodborne,outbreaks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pest,threats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,animal,disease,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,vehicle,injuries,deaths,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,database,contains,information,adverse,event,medication,error,reports,submitted,fda,database,designed,support,fda,post,marketing,safety,surveillance,program,drug,therapeutic,biologic,products,faers,useful,tool,fda,activities,looking,new,safety,concerns,might,related,marketed,product,evaluating,manufacturer,compliance,reporting,regulations,responding,outside,requests,information,reports,faers,evaluated,clinical,reviewers,center,drug,evaluation,research,cder,center,biologics,evaluation,research,cber,monitor,safety,products,approved,fda,potential,safety,concern,identified,faers,evaluation,performed,evaluation,might,include,conducting,studies,using,large,databases,available,sentinel,system,based,evaluation,potential,safety,concern,fda,may,take,regulatory,action,improve,product,safety,protect,public,health,updating,product,labeling,information,restricting,use,drug,communicating,new,safety,information,public,rare,cases,removing,product,market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medwatch,system,collects,reports,adverse,reactions,quality,problems,primarily,drugs,medical,devices,also,fda,regulated,products,dietary,supplements,cosmetics,medical,foods,infant,formulas,mix,device,labeling,another,article,wrong,size,implant,label,placed,implant,container,adverse,reaction,side,effect,injury,occurrence,toxicity,sensitivity,reaction,addressed,product,labeling,excess,expectations,severe,swelling,local,reaction,bioabsorbable,suture,anchor,significant,chemical,physical,deterioration,change,device,failure,meet,specifications,labeling,fracture,total,hip,implant,trunnion,stem,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,influenza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,food,related,emergencies,biological,chemical,radiolgical,contamination,including,terrorist,acts,natural,disasters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,rapidly,identify,respond,track,significant,incidents,suspected,tampering,products,threats,facilities,natural,disasters,class,recalls,illness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,campylobacter,cryptosporidium,e coli,salmonella,vibrio,listeria,shiga,toxin,producing,escherichia,stec,o157,shigella,yersinia,cyclospora,stec,non,o157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,foot and mouth,disease,fmd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,avian influenza,bluetongue,foot and mouth,influenza,animal,disesae,oie,listed,diseases,csf,disease,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,wildlife,disease,data,wildlife,disease,trends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,gdacs,system,systems,existing,disaster,information,management,systems,early,information,expected,uncertain,refined,better,information,becomes,available,automated,monitoring,systems,jrc,near,real,time,alerts,early,warnings,sudden,onset,disasters,delivered,email,fax,voice,sms,near,real,time,automatic,situation,reports,based,modelling,priori,information,full,integration,established,news,services,europe,media,monitor,virtual,site,operations,coordination,centre,professional,responders,ocha,line,discussion,forum,emergency,responders,including,search,rescue,teams,humanitarian,aid,donors,virtual,site,operations,coordination,centre,rapid,situation,reports,based,field,information,new,mapping,products,based,post,disaster,satellite,imagery,unosat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,avian cholera,avian influenza,avian influenza h5n1,avian influenza h7n9,chikungunya,cholera,coronavirus,dengue,enterovirus,fever,hepatitis,hepatitis a,hepatitis b,hepatitis c,hepatitis d,hepatitis e,influenza,polio,tuberculosis,yellow fever,disasters,intoxications,chemical,radiological,nuclear,releases,zoonotic,disease,infectoius,disesae,outbreaks,poliomyelitis,extensively,drug,resistant,china,middle,east,respiratory,syndrome,multiple,countries,endemic,countries,horn,africa,syria,cuba,mexico,americas,southern,pacific,ocean,multiple,countries,south,sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,avian influenza,bse,foot and mouth,influenza,animal,disease,threats,including,zoonoses,sharing,information,epidemiological,analysis,joint,risk,assessment,disease,well,diseases,zoonotic,potential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,enterococcus,p aeruginosa,pneumonia,staph,faecium,staphylococcus,aureus,klebsiella,pneumoniae,acinetobacter,baumanii,pseudomonas,enterobacter,spp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,chikungunya,dengue,encephalitis,fever,hantavirus,hemorrhagic fever,leishmaniasis,leptospirosis,malaria,q fever,rickettsia,crimean,congo,infections,rickettsial,rickettsial,like,diseases,tick,borne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,amoeba,campylobacter,cryptosporidium,diarrhea,e coli,norovirus,rotavirus,salmonella,spp,diarrheagenic,escherichia,spp,shigella,spp,astrovirus,parvum,cyclospora,cayetanesis,entamoeba,histolytica,giardia,lamblia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,adenovirus,influenza,pneumonia,respiratory syncytial virus,strep,chlamydophila,mycoplasma,streptococcus,human,metapneumovirus,parainfluenza,viruses,rhinoviruses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,hpv,syphilis,trachoma,gonorrhoeae,trachomatis,vaginalis,hsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,diagnoses,broad,diagnostic,categories,traveler,health,disease,injury,etc,data,demographics,diagnosis,geographic,area,data,collected,include,demographic,characteristics,age,sex,country,birth,country,residence,current,country,citizenship,travel,history,clinical,symptoms,diagnostic,information,travel,history,includes,countries,visited,last,years,clinicians,recorded,patient,classification,defined,immigrant,refugee,foreign,visitor,expatriate,student,military,personnel,traveler,reason,recent,travel,immigration,tourism,business,research,education,missionary,volunteer,visiting,friends,relatives,major,reasons,seeking,medical,care,inpatient,outpatient,status,whether,pretravel,medical,advice,sought,likely,geographic,location,patient,exposure,final,diagnoses,reported,physicians,used,assign,diagnostic,codes,standardized,list,diagnoses,also,categorized,broad,syndrome,groups,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,influenza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,influenza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,system,processes,real,time,news,feeds,using,natural,language,processing,obtain,disease,information,geographical,reference,plot,geographic,information,system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,exotic,invasive,species,key,concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,hand,tobacco,prevalence,tobacco,exposure,indirect,pro,tobacco,advertising,secondhand,smoke,smoking,cessation,tobacco,access,availability,tobacco,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,global,travepinet,gten,sponsored,centers,disease,control,prevention,cdc,consortium,clinical,practices,provide,pre,travel,care,international,travelers,gten,sites,distributed,across,include,academic,practices,healthcare,consortia,health,maintenance,organizations,pharmacy,based,clinics,private,practices,public,health,clinics,institutional,review,board,participating,site,reviewed,approved,study,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,found,certain,search,terms,good,indicators,flu,activity,google,flu,trends,uses,aggregated,google,search,data,estimate,flu,activity,searches,google,flu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,cholera,encephalitis,fever,meningitis,infectious,disease,outbreaks,contaminated,food,water,bioterrorism,chemical,radioactive,incidents,natural,disasters,issues,related,safety,products,drugs,medical,devices,animal,diseases,human,diseases,plant,diseases,biologics,natural,disasters,chemical,incidents,radioactive,incidents,unsafe,products,aemorrhagic,fevers,salmonellosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,public,health,incidents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,infectious,diseases,human,animal,plant,location,disease,patterns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,respiratory,infections,gastrointestinal,infections,common,infections,symptoms,could,result,deliberate,release,chemical,biological,radiological,agent,prescribing,antivirals,antibiotics,treatments,monitor,use,drugs,prescriptions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,avian influenza,avian influenza h5n1,influenza,hpai,poultry,disesae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,illegally,imported,food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,salmon,anemia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,influenza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,influenza,notifiable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,noinfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,enteric,disease,cryptosporidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,salmonella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,medical,special,events,track,emergency,department,diversion,status,bed,availability,availability,critical,care,services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,infectious,disease,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,infectious,disease,non,infectious,disease,injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fever,hantavirus,influenza,plague,pneumococcal pneumonia,pneumonia,q fever,respiratory illness,ricin,staph,tularemia,viral pneumonia,unexplained,critical,death,due,possible,infectious,etiologies,organism,specific,diagnoses,community,acquired,acute,distress,syndrome,bacterial,pneumonias,pulmonary,syndrome,inhaled,staphylococcus,aureus,enterotoxin,phosgene,chlorine,gases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,hiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,anthrax,ebola,fever,hemorrhagic fever,q fever,quantitative,summary,latest,reports,variety,diseases,disease,sub,types,respiratory,infections,bioterrorism,related,issues,toxins,bacteria,viral,fevers,viruses,medicines,water,contaminations,animal,diseases,public,health,organisations,etc,roughly,classes,health,threats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,bse,past,year,mood,disorders1,past,year,substance,use,disorders,major,depressive,disorder,major,depressive,episode,dysthymic,disorder,bipolar,disorder,manic,episode,alcohol,abuse,alcohol,dependence,illicit,drug,abuse,illicit,drug,dependence,past,year,anxiety,disorders,past,year,eating,disorders,specific,phobia,social,phobia,generalized,anxiety,disorder,panic,disorder,without,agoraphobia,agoraphobia,without,history,panic,disorder,obsessive,compulsive,disorder,posttraumatic,stress,disorder,anorexia,nervosa,bulimia,nervosa,past,year,adjustment,disorders,adjustment,disorder,past,year,impulse,control,disorders,intermittent,explosive,disorder,past,year,psychotic,symptoms,psychotic,symptoms,delusions,hallucinations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,baterial,contamination,frozen,liquid,dried,egg,products,year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,infectious,disease,hazards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
